source,destination,day_of_week,time_slot,is_weekend,crowd_level
Shivajinagar,Pune,Wednesday,13:00,0,Medium
Shivajinagar,Pimpri,Sunday,23:00,1,Low
Pimpri,Shivajinagar,Wednesday,04:00,0,Low
Shivajinagar,Pimpri,Sunday,02:00,1,Low
Shivajinagar,Pune,Tuesday,09:00,0,Medium
Chinchwad,Shivajinagar,Wednesday,11:00,0,Medium
Pune,Pimpri,Friday,06:00,0,Low
Shivajinagar,Pune,Wednesday,04:00,0,Low
Pune,Chinchwad,Sunday,12:00,1,Low
Pimpri,Shivajinagar,Monday,15:00,0,Medium
Pimpri,Chinchwad,Thursday,02:00,0,Low
Shivajinagar,Pune,Saturday,02:00,1,Low
Pimpri,Shivajinagar,Friday,09:00,0,High
Pimpri,Chinchwad,Friday,19:00,0,High
Chinchwad,Pimpri,Friday,19:00,0,High
Pune,Chinchwad,Tuesday,00:00,0,Low
Chinchwad,Pimpri,Saturday,04:00,1,Low
Shivajinagar,Pimpri,Sunday,03:00,1,Low
Pimpri,Pune,Thursday,08:00,0,Medium
Chinchwad,Pimpri,Saturday,19:00,1,Medium
Pune,Pimpri,Friday,02:00,0,Low
Shivajinagar,Chinchwad,Friday,11:00,0,Medium
Chinchwad,Shivajinagar,Sunday,12:00,1,Medium
Shivajinagar,Chinchwad,Tuesday,06:00,0,Low
Shivajinagar,Chinchwad,Tuesday,02:00,0,Medium
Chinchwad,Pimpri,Thursday,06:00,0,Low
Pimpri,Shivajinagar,Tuesday,02:00,0,Low
Chinchwad,Pimpri,Tuesday,18:00,0,High
Pimpri,Chinchwad,Friday,17:00,0,Medium
Shivajinagar,Pimpri,Thursday,18:00,0,Medium
Pimpri,Shivajinagar,Monday,13:00,0,Low
Chinchwad,Pune,Friday,11:00,0,Low
Pune,Shivajinagar,Friday,22:00,0,Low
Chinchwad,Pune,Thursday,19:00,0,High
Pune,Chinchwad,Tuesday,18:00,0,High
Chinchwad,Shivajinagar,Monday,10:00,0,High
Pimpri,Shivajinagar,Monday,08:00,0,High
Chinchwad,Pune,Sunday,02:00,1,Low
Pimpri,Chinchwad,Tuesday,06:00,0,Low
Chinchwad,Pune,Friday,04:00,0,Medium
Chinchwad,Pune,Tuesday,15:00,0,Medium
Shivajinagar,Pune,Wednesday,22:00,0,Low
Chinchwad,Shivajinagar,Wednesday,05:00,0,Low
Chinchwad,Pune,Thursday,01:00,0,Low
Pimpri,Shivajinagar,Wednesday,05:00,0,Medium
Pune,Pimpri,Saturday,00:00,1,Low
Pimpri,Pune,Monday,08:00,0,High
Pune,Chinchwad,Friday,15:00,0,Medium
Chinchwad,Pune,Wednesday,22:00,0,Low
Pune,Chinchwad,Thursday,17:00,0,High
Chinchwad,Pimpri,Friday,10:00,0,High
Shivajinagar,Pune,Monday,20:00,0,High
Shivajinagar,Pimpri,Sunday,18:00,1,Medium
Pimpri,Chinchwad,Saturday,23:00,1,Low
Chinchwad,Pune,Monday,11:00,0,Medium
Shivajinagar,Pimpri,Friday,22:00,0,Low
Pimpri,Pune,Wednesday,05:00,0,Low
Shivajinagar,Pune,Tuesday,22:00,0,Low
Shivajinagar,Pune,Tuesday,15:00,0,Medium
Pune,Chinchwad,Wednesday,02:00,0,Low
Chinchwad,Pune,Friday,02:00,0,Low
Shivajinagar,Pune,Friday,13:00,0,Medium
Pimpri,Shivajinagar,Saturday,17:00,1,Medium
Pimpri,Shivajinagar,Saturday,16:00,1,Low
Pune,Chinchwad,Sunday,14:00,1,Medium
Chinchwad,Pune,Saturday,07:00,1,Low
Pimpri,Shivajinagar,Sunday,13:00,1,Medium
Pimpri,Pune,Monday,18:00,0,Medium
Pimpri,Pune,Wednesday,20:00,0,High
Chinchwad,Shivajinagar,Saturday,14:00,1,Medium
Chinchwad,Pimpri,Tuesday,13:00,0,Medium
Chinchwad,Shivajinagar,Wednesday,12:00,0,Medium
Shivajinagar,Chinchwad,Saturday,19:00,1,Medium
Pimpri,Shivajinagar,Thursday,16:00,0,Medium
Pimpri,Chinchwad,Tuesday,14:00,0,Medium
Chinchwad,Shivajinagar,Friday,23:00,0,Low
Shivajinagar,Chinchwad,Tuesday,23:00,0,Low
Chinchwad,Pimpri,Friday,09:00,0,High
Chinchwad,Pune,Tuesday,15:00,0,Medium
Pune,Shivajinagar,Thursday,23:00,0,Low
Shivajinagar,Pimpri,Tuesday,16:00,0,Medium
Chinchwad,Pune,Tuesday,07:00,0,Medium
Chinchwad,Pune,Friday,06:00,0,Low
Pimpri,Shivajinagar,Wednesday,11:00,0,Medium
Pimpri,Chinchwad,Sunday,20:00,1,Low
Pune,Chinchwad,Monday,18:00,0,Medium
Chinchwad,Pimpri,Monday,22:00,0,Low
Pune,Pimpri,Friday,20:00,0,High
Pune,Shivajinagar,Thursday,16:00,0,Medium
Chinchwad,Pune,Thursday,11:00,0,Medium
Pune,Shivajinagar,Friday,04:00,0,Low
Shivajinagar,Pune,Wednesday,09:00,0,High
Pune,Pimpri,Thursday,11:00,0,Medium
Chinchwad,Pune,Thursday,22:00,0,Low
Pimpri,Chinchwad,Wednesday,13:00,0,Low
Pimpri,Shivajinagar,Thursday,14:00,0,High
Pimpri,Shivajinagar,Friday,18:00,0,High
Pune,Chinchwad,Friday,01:00,0,Low
Chinchwad,Pimpri,Wednesday,07:00,0,Low
Chinchwad,Pimpri,Saturday,21:00,1,Low
Pimpri,Shivajinagar,Sunday,17:00,1,Medium
Chinchwad,Shivajinagar,Monday,06:00,0,Low
Chinchwad,Shivajinagar,Monday,05:00,0,Low
Pimpri,Shivajinagar,Thursday,22:00,0,Low
Pune,Shivajinagar,Friday,12:00,0,Medium
Pimpri,Chinchwad,Monday,07:00,0,Low
Shivajinagar,Chinchwad,Wednesday,06:00,0,Low
Chinchwad,Shivajinagar,Sunday,15:00,1,Medium
Pune,Chinchwad,Friday,15:00,0,Medium
Chinchwad,Shivajinagar,Thursday,06:00,0,Low
Chinchwad,Pune,Saturday,10:00,1,Low
Pimpri,Chinchwad,Tuesday,21:00,0,Low
Shivajinagar,Pimpri,Sunday,20:00,1,Low
Pune,Shivajinagar,Saturday,23:00,1,Low
Chinchwad,Pune,Sunday,19:00,1,Low
Chinchwad,Pimpri,Monday,06:00,0,Low
Chinchwad,Shivajinagar,Monday,09:00,0,High
Shivajinagar,Pune,Thursday,01:00,0,Low
Shivajinagar,Chinchwad,Tuesday,01:00,0,Low
Pune,Chinchwad,Wednesday,22:00,0,Low
Chinchwad,Pune,Sunday,17:00,1,Low
Pimpri,Pune,Friday,03:00,0,Low
Pimpri,Chinchwad,Thursday,11:00,0,Medium
Pimpri,Chinchwad,Sunday,10:00,1,Low
Pune,Chinchwad,Sunday,22:00,1,Low
Pune,Shivajinagar,Tuesday,02:00,0,Low
Pimpri,Pune,Friday,10:00,0,High
Pimpri,Chinchwad,Wednesday,11:00,0,Medium
Pune,Chinchwad,Friday,16:00,0,Medium
Pimpri,Pune,Saturday,09:00,1,Low
Shivajinagar,Pimpri,Friday,08:00,0,High
Pimpri,Pune,Monday,17:00,0,High
Pimpri,Chinchwad,Wednesday,00:00,0,Low
Pimpri,Pune,Thursday,04:00,0,Medium
Pune,Shivajinagar,Tuesday,17:00,0,High
Pimpri,Shivajinagar,Friday,04:00,0,Low
Pune,Pimpri,Sunday,00:00,1,Low
Pimpri,Shivajinagar,Tuesday,09:00,0,High
Chinchwad,Pimpri,Sunday,03:00,1,Low
Shivajinagar,Pune,Saturday,00:00,1,Low
Shivajinagar,Pune,Saturday,01:00,1,Low
Chinchwad,Shivajinagar,Thursday,16:00,0,Medium
Shivajinagar,Pune,Sunday,15:00,1,Low
Shivajinagar,Pune,Monday,16:00,0,Medium
Chinchwad,Pune,Tuesday,16:00,0,Medium
Pimpri,Chinchwad,Wednesday,02:00,0,Medium
Shivajinagar,Pune,Tuesday,16:00,0,Low
Pimpri,Shivajinagar,Wednesday,21:00,0,Low
Shivajinagar,Pune,Friday,01:00,0,Low
Pimpri,Pune,Monday,09:00,0,High
Pune,Pimpri,Monday,06:00,0,Low
Pimpri,Pune,Monday,18:00,0,Medium
Shivajinagar,Chinchwad,Sunday,09:00,1,Low
Chinchwad,Shivajinagar,Friday,01:00,0,Low
Chinchwad,Shivajinagar,Thursday,06:00,0,Low
Pimpri,Pune,Monday,04:00,0,Low
Pune,Shivajinagar,Monday,19:00,0,High
Chinchwad,Pimpri,Monday,23:00,0,Low
Pimpri,Pune,Monday,09:00,0,High
Pune,Pimpri,Tuesday,22:00,0,Low
Shivajinagar,Pimpri,Monday,07:00,0,Low
Pimpri,Pune,Saturday,00:00,1,Low
Pune,Pimpri,Tuesday,04:00,0,Low
Pimpri,Pune,Thursday,03:00,0,Low
Shivajinagar,Pimpri,Tuesday,09:00,0,Medium
Shivajinagar,Pune,Tuesday,19:00,0,High
Pune,Shivajinagar,Monday,20:00,0,High
Shivajinagar,Pimpri,Monday,20:00,0,High
Chinchwad,Pimpri,Saturday,18:00,1,Medium
Chinchwad,Pimpri,Wednesday,10:00,0,High
Pimpri,Shivajinagar,Sunday,10:00,1,Low
Pune,Chinchwad,Sunday,06:00,1,Low
Pune,Shivajinagar,Saturday,08:00,1,Low
Shivajinagar,Pune,Saturday,18:00,1,Medium
Shivajinagar,Pune,Tuesday,04:00,0,Low
Pimpri,Pune,Friday,20:00,0,High
Pune,Pimpri,Sunday,05:00,1,Low
Chinchwad,Pune,Monday,01:00,0,Low
Pimpri,Shivajinagar,Friday,12:00,0,Low
Chinchwad,Pimpri,Saturday,17:00,1,Medium
Pimpri,Pune,Wednesday,23:00,0,Low
Shivajinagar,Pune,Tuesday,02:00,0,Low
Chinchwad,Shivajinagar,Friday,02:00,0,Low
Chinchwad,Pimpri,Wednesday,07:00,0,Low
Shivajinagar,Chinchwad,Saturday,08:00,1,Low
Shivajinagar,Chinchwad,Thursday,21:00,0,Medium
Pune,Pimpri,Thursday,15:00,0,Medium
Pimpri,Shivajinagar,Sunday,14:00,1,Medium
Chinchwad,Pimpri,Sunday,12:00,1,Medium
Shivajinagar,Chinchwad,Monday,11:00,0,Medium
Pune,Shivajinagar,Sunday,09:00,1,Low
Pune,Shivajinagar,Friday,18:00,0,High
Pimpri,Shivajinagar,Saturday,18:00,1,Low
Chinchwad,Pune,Tuesday,02:00,0,Low
Shivajinagar,Pune,Tuesday,03:00,0,Low
Shivajinagar,Pimpri,Sunday,12:00,1,Medium
Chinchwad,Pune,Thursday,09:00,0,High
Pimpri,Chinchwad,Tuesday,11:00,0,Medium
Pimpri,Pune,Sunday,20:00,1,Low
Pune,Pimpri,Friday,00:00,0,Medium
Pune,Shivajinagar,Friday,02:00,0,Low
Pimpri,Shivajinagar,Friday,19:00,0,High
Pimpri,Chinchwad,Wednesday,03:00,0,Low
Pune,Pimpri,Wednesday,00:00,0,Low
Chinchwad,Pune,Saturday,03:00,1,Low
Pimpri,Chinchwad,Thursday,23:00,0,Low
Shivajinagar,Pimpri,Friday,14:00,0,Medium
Pimpri,Chinchwad,Monday,20:00,0,High
Pimpri,Chinchwad,Saturday,20:00,1,Low
Chinchwad,Pimpri,Sunday,12:00,1,Low
Pune,Chinchwad,Monday,11:00,0,Medium
Pune,Chinchwad,Friday,20:00,0,High
Chinchwad,Pimpri,Sunday,05:00,1,Low
Pune,Chinchwad,Thursday,03:00,0,Low
Shivajinagar,Chinchwad,Friday,06:00,0,Low
Pimpri,Chinchwad,Saturday,16:00,1,Low
Pimpri,Pune,Sunday,03:00,1,Low
Chinchwad,Shivajinagar,Thursday,19:00,0,High
Pimpri,Shivajinagar,Friday,10:00,0,High
Pune,Chinchwad,Sunday,20:00,1,Low
Shivajinagar,Pune,Monday,04:00,0,Low
Chinchwad,Shivajinagar,Monday,05:00,0,Medium
Shivajinagar,Pimpri,Monday,10:00,0,High
Pune,Pimpri,Saturday,12:00,1,Low
Pune,Pimpri,Sunday,23:00,1,Low
Shivajinagar,Pimpri,Tuesday,15:00,0,Low
Pune,Pimpri,Monday,13:00,0,Medium
Pune,Shivajinagar,Saturday,03:00,1,Low
Shivajinagar,Chinchwad,Monday,21:00,0,Low
Chinchwad,Shivajinagar,Friday,12:00,0,Medium
Pimpri,Pune,Thursday,17:00,0,High
Pune,Shivajinagar,Thursday,22:00,0,Low
Chinchwad,Pimpri,Saturday,21:00,1,Low
Chinchwad,Pimpri,Monday,01:00,0,Low
Shivajinagar,Chinchwad,Thursday,16:00,0,Medium
Chinchwad,Pune,Tuesday,13:00,0,Medium
Pimpri,Chinchwad,Saturday,12:00,1,Medium
Pimpri,Chinchwad,Sunday,13:00,1,Medium
Chinchwad,Pimpri,Sunday,14:00,1,Low
Pune,Chinchwad,Friday,15:00,0,Medium
Shivajinagar,Chinchwad,Tuesday,03:00,0,Low
Pune,Shivajinagar,Tuesday,10:00,0,High
Pimpri,Pune,Friday,00:00,0,Low
Pune,Chinchwad,Tuesday,13:00,0,Medium
Pune,Pimpri,Thursday,07:00,0,Low
Shivajinagar,Pune,Wednesday,09:00,0,High
Chinchwad,Pune,Thursday,13:00,0,Medium
Pune,Pimpri,Sunday,15:00,1,Medium
Pimpri,Chinchwad,Thursday,07:00,0,Low
Shivajinagar,Pune,Monday,09:00,0,High
Pune,Pimpri,Monday,22:00,0,Low
Shivajinagar,Pune,Saturday,06:00,1,Medium
Pimpri,Chinchwad,Tuesday,16:00,0,Medium
Shivajinagar,Chinchwad,Thursday,09:00,0,High
Shivajinagar,Pimpri,Wednesday,14:00,0,Medium
Pune,Shivajinagar,Friday,05:00,0,Low
Shivajinagar,Chinchwad,Wednesday,23:00,0,Low
Pimpri,Chinchwad,Sunday,01:00,1,Low
Pune,Chinchwad,Monday,23:00,0,Low
Shivajinagar,Chinchwad,Wednesday,18:00,0,High
Shivajinagar,Chinchwad,Friday,22:00,0,Low
Shivajinagar,Pune,Thursday,07:00,0,Low
Shivajinagar,Pune,Wednesday,11:00,0,Low
Pune,Shivajinagar,Thursday,20:00,0,High
Shivajinagar,Pimpri,Sunday,19:00,1,Medium
Chinchwad,Pimpri,Tuesday,23:00,0,Low
Pune,Chinchwad,Tuesday,08:00,0,High
Pimpri,Pune,Tuesday,07:00,0,Low
Chinchwad,Pimpri,Monday,01:00,0,Low
Pimpri,Shivajinagar,Wednesday,00:00,0,Low
Chinchwad,Pimpri,Friday,01:00,0,Low
Shivajinagar,Pimpri,Monday,19:00,0,High
Pimpri,Shivajinagar,Sunday,14:00,1,Low
Chinchwad,Pimpri,Saturday,02:00,1,Low
Shivajinagar,Chinchwad,Saturday,07:00,1,Low
Shivajinagar,Pimpri,Thursday,18:00,0,High
Pune,Chinchwad,Tuesday,07:00,0,Low
Chinchwad,Shivajinagar,Tuesday,08:00,0,High
Pune,Pimpri,Monday,15:00,0,Low
Pimpri,Chinchwad,Friday,14:00,0,Medium
Pune,Shivajinagar,Tuesday,04:00,0,Medium
Pimpri,Pune,Sunday,08:00,1,Low
Pune,Shivajinagar,Tuesday,09:00,0,High
Pune,Shivajinagar,Sunday,23:00,1,Low
Chinchwad,Shivajinagar,Friday,16:00,0,Low
Shivajinagar,Pimpri,Saturday,23:00,1,Low
Shivajinagar,Pimpri,Saturday,13:00,1,Medium
Chinchwad,Pune,Thursday,14:00,0,Medium
Pune,Pimpri,Friday,23:00,0,Low
Pune,Pimpri,Saturday,19:00,1,Medium
Pune,Shivajinagar,Monday,11:00,0,Medium
Pune,Pimpri,Tuesday,15:00,0,Medium
Chinchwad,Pune,Friday,23:00,0,Low
Shivajinagar,Pune,Thursday,12:00,0,Medium
Pimpri,Shivajinagar,Thursday,00:00,0,Low
Chinchwad,Shivajinagar,Tuesday,21:00,0,Low
Pimpri,Shivajinagar,Saturday,04:00,1,Low
Pimpri,Pune,Wednesday,16:00,0,Low
Chinchwad,Pimpri,Tuesday,02:00,0,Low
Pune,Shivajinagar,Sunday,04:00,1,Low
Pune,Shivajinagar,Wednesday,09:00,0,High
Pune,Chinchwad,Wednesday,00:00,0,Low
Pimpri,Shivajinagar,Tuesday,18:00,0,High
Shivajinagar,Chinchwad,Wednesday,03:00,0,Low
Chinchwad,Pune,Thursday,15:00,0,Low
Shivajinagar,Chinchwad,Sunday,18:00,1,Low
Pimpri,Pune,Thursday,05:00,0,Low
Chinchwad,Pimpri,Monday,19:00,0,High
Pune,Shivajinagar,Tuesday,03:00,0,Low
Pune,Pimpri,Friday,08:00,0,High
Shivajinagar,Pune,Tuesday,12:00,0,Medium
Pune,Shivajinagar,Friday,08:00,0,High
Chinchwad,Pimpri,Friday,15:00,0,Medium
Pimpri,Shivajinagar,Tuesday,08:00,0,High
Pune,Pimpri,Wednesday,13:00,0,Medium
Pune,Shivajinagar,Sunday,07:00,1,Low
Pune,Pimpri,Tuesday,08:00,0,High
Pimpri,Shivajinagar,Sunday,15:00,1,Medium
Pimpri,Shivajinagar,Sunday,04:00,1,Low
Chinchwad,Pimpri,Wednesday,10:00,0,High
Pune,Chinchwad,Tuesday,06:00,0,Low
Pune,Shivajinagar,Monday,17:00,0,High
Pimpri,Chinchwad,Thursday,08:00,0,High
Pimpri,Shivajinagar,Monday,03:00,0,Low
Pune,Pimpri,Saturday,06:00,1,Low
Pimpri,Shivajinagar,Friday,05:00,0,Low
Pune,Chinchwad,Wednesday,02:00,0,Low
Pune,Chinchwad,Saturday,05:00,1,Low
Pimpri,Pune,Tuesday,22:00,0,Low
Shivajinagar,Pune,Tuesday,03:00,0,Low
Pimpri,Shivajinagar,Wednesday,16:00,0,High
Chinchwad,Pune,Saturday,16:00,1,Low
Chinchwad,Shivajinagar,Tuesday,17:00,0,High
Pimpri,Shivajinagar,Monday,20:00,0,High
Pune,Shivajinagar,Saturday,05:00,1,Low
Pimpri,Shivajinagar,Friday,08:00,0,High
Pimpri,Pune,Tuesday,04:00,0,Low
Chinchwad,Shivajinagar,Monday,04:00,0,Low
Pimpri,Chinchwad,Monday,10:00,0,High
Shivajinagar,Pimpri,Thursday,23:00,0,Low
Chinchwad,Pune,Friday,00:00,0,Low
Pune,Pimpri,Wednesday,22:00,0,Low
Chinchwad,Pune,Thursday,02:00,0,Medium
Pune,Chinchwad,Friday,05:00,0,Medium
Pune,Pimpri,Saturday,03:00,1,Low
Chinchwad,Pune,Tuesday,06:00,0,Low
Chinchwad,Pimpri,Saturday,12:00,1,Medium
Chinchwad,Pune,Saturday,06:00,1,Medium
Pune,Shivajinagar,Thursday,15:00,0,Medium
Chinchwad,Pimpri,Thursday,01:00,0,Low
Pimpri,Pune,Thursday,13:00,0,Medium
Pune,Chinchwad,Sunday,16:00,1,Low
Pune,Chinchwad,Monday,10:00,0,High
Chinchwad,Shivajinagar,Wednesday,13:00,0,Medium
Pimpri,Pune,Wednesday,05:00,0,Medium
Chinchwad,Shivajinagar,Tuesday,17:00,0,High
Chinchwad,Shivajinagar,Monday,21:00,0,Low
Pimpri,Chinchwad,Sunday,18:00,1,Medium
Shivajinagar,Pimpri,Sunday,03:00,1,Low
Pimpri,Chinchwad,Sunday,01:00,1,Low
Chinchwad,Pimpri,Sunday,14:00,1,Low
Pimpri,Shivajinagar,Sunday,09:00,1,Low
Chinchwad,Shivajinagar,Tuesday,13:00,0,Medium
Shivajinagar,Pimpri,Sunday,22:00,1,Low
Pimpri,Pune,Monday,03:00,0,Low
Chinchwad,Pune,Sunday,13:00,1,Medium
Pune,Chinchwad,Friday,06:00,0,Medium
Pimpri,Pune,Tuesday,15:00,0,Medium
Chinchwad,Shivajinagar,Sunday,08:00,1,Low
Chinchwad,Pimpri,Friday,06:00,0,Low
Chinchwad,Pimpri,Tuesday,21:00,0,Low
Pimpri,Chinchwad,Wednesday,23:00,0,Medium
Pimpri,Pune,Wednesday,19:00,0,High
Pune,Chinchwad,Thursday,14:00,0,Medium
Pune,Pimpri,Sunday,21:00,1,Low
Chinchwad,Pimpri,Wednesday,14:00,0,Medium
Chinchwad,Pimpri,Thursday,10:00,0,High
Pune,Chinchwad,Monday,23:00,0,Low
Shivajinagar,Chinchwad,Tuesday,03:00,0,Low
Pune,Pimpri,Saturday,15:00,1,Medium
Pune,Shivajinagar,Sunday,19:00,1,Low
Chinchwad,Pune,Wednesday,05:00,0,Low
Chinchwad,Pimpri,Friday,18:00,0,High
Shivajinagar,Chinchwad,Tuesday,15:00,0,Medium
Pimpri,Chinchwad,Friday,07:00,0,Medium
Chinchwad,Pune,Tuesday,15:00,0,Medium
Pimpri,Chinchwad,Friday,23:00,0,Low
Chinchwad,Pune,Monday,23:00,0,Low
Shivajinagar,Chinchwad,Monday,00:00,0,Low
Pimpri,Pune,Saturday,13:00,1,Low
Pune,Shivajinagar,Thursday,18:00,0,High
Chinchwad,Pune,Friday,16:00,0,Medium
Pimpri,Chinchwad,Friday,00:00,0,Low
Pimpri,Chinchwad,Saturday,14:00,1,Medium
Shivajinagar,Pune,Friday,09:00,0,High
Chinchwad,Pimpri,Wednesday,05:00,0,Low
Pune,Chinchwad,Saturday,18:00,1,Medium
Pune,Chinchwad,Saturday,11:00,1,Medium
Chinchwad,Pune,Monday,23:00,0,Low
Pimpri,Pune,Tuesday,21:00,0,Low
Pimpri,Chinchwad,Wednesday,15:00,0,Medium
Pimpri,Chinchwad,Sunday,00:00,1,Low
Chinchwad,Pimpri,Friday,02:00,0,Low
Shivajinagar,Pune,Monday,10:00,0,High
Shivajinagar,Pune,Thursday,09:00,0,High
Shivajinagar,Pimpri,Tuesday,13:00,0,Medium
Pimpri,Pune,Thursday,11:00,0,Medium
Pune,Pimpri,Saturday,05:00,1,Low
Pune,Pimpri,Friday,03:00,0,Low
Chinchwad,Shivajinagar,Tuesday,02:00,0,Medium
Chinchwad,Shivajinagar,Thursday,22:00,0,Low
Pimpri,Chinchwad,Friday,07:00,0,Low
Shivajinagar,Pimpri,Thursday,14:00,0,Medium
Pune,Pimpri,Thursday,22:00,0,Low
Chinchwad,Shivajinagar,Monday,13:00,0,Medium
Pune,Shivajinagar,Monday,12:00,0,Medium
Chinchwad,Pune,Saturday,09:00,1,Low
Shivajinagar,Pune,Sunday,22:00,1,Low
Chinchwad,Pimpri,Sunday,14:00,1,Medium
Pune,Pimpri,Tuesday,07:00,0,Low
Chinchwad,Shivajinagar,Saturday,11:00,1,Medium
Pune,Chinchwad,Wednesday,03:00,0,Low
Chinchwad,Pimpri,Sunday,08:00,1,Low
Shivajinagar,Pimpri,Tuesday,22:00,0,Low
Pimpri,Pune,Saturday,23:00,1,Low
Pune,Shivajinagar,Friday,21:00,0,Low
Shivajinagar,Chinchwad,Monday,13:00,0,Medium
Pune,Chinchwad,Monday,15:00,0,Low
Chinchwad,Shivajinagar,Friday,02:00,0,Low
Pimpri,Pune,Sunday,01:00,1,Low
Pune,Shivajinagar,Thursday,09:00,0,High
Pune,Pimpri,Sunday,11:00,1,Low
Chinchwad,Shivajinagar,Sunday,06:00,1,Low
Shivajinagar,Pune,Tuesday,11:00,0,Low
Pune,Shivajinagar,Sunday,00:00,1,Low
Chinchwad,Shivajinagar,Friday,21:00,0,Low
Pimpri,Shivajinagar,Thursday,06:00,0,Low
Pimpri,Chinchwad,Wednesday,04:00,0,Low
Chinchwad,Shivajinagar,Monday,07:00,0,Low
Pune,Chinchwad,Friday,01:00,0,Low
Shivajinagar,Pimpri,Friday,19:00,0,High
Shivajinagar,Pune,Friday,03:00,0,Low
Pune,Chinchwad,Saturday,18:00,1,Medium
Pimpri,Shivajinagar,Tuesday,19:00,0,High
Shivajinagar,Pune,Wednesday,02:00,0,Low
Shivajinagar,Chinchwad,Monday,03:00,0,Low
Pune,Chinchwad,Thursday,21:00,0,Low
Pune,Pimpri,Saturday,19:00,1,Medium
Chinchwad,Pimpri,Saturday,07:00,1,Low
Pimpri,Shivajinagar,Saturday,14:00,1,Low
Pimpri,Shivajinagar,Friday,21:00,0,Low
Pune,Shivajinagar,Saturday,01:00,1,Low
Pune,Chinchwad,Monday,17:00,0,Medium
Pune,Shivajinagar,Sunday,22:00,1,Low
Pune,Chinchwad,Tuesday,22:00,0,Medium
Shivajinagar,Chinchwad,Friday,13:00,0,Medium
Chinchwad,Pimpri,Sunday,23:00,1,Medium
Pimpri,Chinchwad,Thursday,12:00,0,Medium
Shivajinagar,Chinchwad,Thursday,03:00,0,Low
Pune,Shivajinagar,Sunday,22:00,1,Low
Pune,Shivajinagar,Tuesday,05:00,0,Low
Pune,Pimpri,Thursday,21:00,0,Low
Pimpri,Chinchwad,Friday,22:00,0,Low
Pune,Pimpri,Sunday,05:00,1,Low
Pimpri,Pune,Tuesday,04:00,0,Low
Pune,Shivajinagar,Tuesday,20:00,0,High
Pune,Pimpri,Monday,13:00,0,Low
Shivajinagar,Pune,Monday,17:00,0,High
Pune,Chinchwad,Thursday,10:00,0,High
Chinchwad,Shivajinagar,Sunday,12:00,1,Low
Chinchwad,Pimpri,Monday,20:00,0,High
Chinchwad,Shivajinagar,Friday,04:00,0,Low
Chinchwad,Pune,Monday,06:00,0,Low
Chinchwad,Pune,Tuesday,03:00,0,Low
Chinchwad,Pune,Friday,05:00,0,Low
Pune,Chinchwad,Monday,16:00,0,Medium
Pune,Pimpri,Saturday,07:00,1,Low
